device id,gender,age,latitude,longitude
6467698471680167715,M,M23-26,30.0,104.0
6468498217681823666,M,M32-38,22.98,113.94
6472124821264951463,M,M32-38,33.45,114.92
6472644792624571117,F,F33-42,31.27,121.61
6474089263750492894,F,F43+,23.12,113.3
6475048311037201359,M,M23-26,40.02,116.62
6475158154989089772,M,M32-38,37.82,112.58
6478171311278765372,M,M22-,30.33,112.25
6478935553660101794,M,M23-26,23.1,113.29
6479857868599062626,M,M32-38,40.09,116.23
6480402346060510444,M,M32-38,35.52,104.51
6480917907673340375,M,M32-38,39.07,117.03
6481195195478241406,M,M23-26,33.86,115.55
6483307598538693348,M,M22-,30.65,104.23
6486159688982757745,M,M32-38,35.41,116.6
6486664230924149476,M,M32-38,24.29,109.44
6488899506469994822,M,M32-38,30.0,104.0
6489143662234805095,M,M32-38,28.2,112.98
6489787785880581305,F,F33-42,33.72,114.53
6489880256975247938,M,M29-31,31.27,106.29
6490545117356683029,M,M32-38,25.4,110.32
6491359293998165530,M,M32-38,34.55,119.22
6494115582212837535,M,M39+,39.37,112.55
6501287983809268348,F,F29-32,40.06,116.34
6502751252009064977,F,F43+,29.59,106.23
6504646028734662721,M,M32-38,24.92,118.57
6504726397549642762,M,M22-,25.13,102.95
6505303331051852266,F,F23-,34.64,111.81
6505870099884613590,M,M32-38,38.88,121.66
6508988666158854578,M,M32-38,31.97,118.76
6509016077708392844,M,M32-38,28.77,104.62
6509501325763491288,M,M23-26,36.08,120.4
6511155089155356475,M,M27-28,22.9,113.83
6514173208849797482,M,M23-26,31.93,118.88
6517891883344163859,M,M22-,37.46,118.53
6518436708347425853,M,M39+,30.0,104.0
6520315700761563647,M,M32-38,37.85,112.51
6521610201678078529,F,F29-32,25.0,107.17
6522180599811124363,M,M22-,31.6,120.34
6522346430493463300,M,M32-38,22.64,114.18
6523344634646280953,M,M32-38,28.16,104.09
6525739286711771291,M,M27-28,34.78,111.2
6529129742983355970,M,M23-26,22.82,108.31
6529223591065345074,M,M29-31,20.0,110.31
6530001900339043084,M,M29-31,37.41,118.54
6530445707618887323,M,M32-38,31.2,121.64
6531754402496908356,F,F43+,25.76,114.86
6533968105480391635,M,M32-38,29.87,114.28
6535501727478498566,M,M32-38,31.81,117.22
6536489050248425138,M,M32-38,39.62,118.17
6538158531712551620,M,M32-38,37.05,119.03
6540422689002077350,M,M39+,27.31,120.22
6544355815452289632,M,M29-31,34.45,113.03
6545152254432431245,M,M39+,28.68,121.44
6546537548974033664,F,F33-42,39.11,117.21
6546636445067810263,M,M32-38,20.02,110.33
6549536294482217220,M,M39+,28.53,114.37
6551309153996654992,M,M39+,34.69,111.07
6556238795193786203,M,M27-28,28.18,121.05
6561524279976869409,F,F23-,31.28,121.39
6562806239947577010,M,M39+,43.88,126.54
6563826072878821230,F,F24-26,30.26,120.02
6564014326179131970,F,F33-42,26.24,117.61
6565677164385489931,F,F24-26,25.3,112.6
6574957150945553275,M,M39+,30.59,114.17
6575483923390619927,M,M32-38,22.78,113.88
6577405988824633360,M,M32-38,29.75,122.13
6581034546739152427,M,M32-38,29.04,120.44
6584872981796652236,F,F23-,27.79,116.05
6586593569684513783,M,M23-26,35.5,112.84
6586699766320420707,M,M32-38,30.46,114.09
6588120623102492717,F,F43+,44.71,127.23
6588403039259978353,M,M39+,25.22,110.05
6592887970927057431,M,M32-38,39.38,117.05
6594688044761975168,M,M22-,31.28,120.63
6596839790736859058,M,M29-31,40.24,115.8
6603421046340669450,M,M23-26,31.32,120.62
6606444814260990739,M,M39+,36.86,111.57
6607059213010692696,M,M32-38,28.28,112.58
6610092962176730380,F,F33-42,30.73,111.29
6611295971668213728,F,F33-42,40.02,116.47
6611999948407430413,F,F29-32,22.69,114.36
6612078330302817839,M,M23-26,36.06,103.79
6615530457224580698,M,M23-26,32.25,119.88
6617253823731549665,M,M32-38,34.23,108.86
6617463654246915611,F,F29-32,36.1,113.2
6618018583089725674,M,M32-38,31.15,114.71
6619622719373568386,F,F23-,28.28,121.1
6620581354344689625,M,M23-26,31.4,121.26
6625205989319020474,M,M32-38,32.49,119.93
6626618242198413911,M,M39+,35.05,114.42
6628613590050853544,F,F24-26,38.91,121.59
6630073537375478277,M,M32-38,30.29,120.13
6631273987557224779,M,M29-31,30.66,104.36
6632391407497377619,F,F23-,30.7,112.82
6635352054699671741,M,M29-31,38.06,106.69
6636466832911498564,M,M39+,28.06,120.89
6645053300291514812,M,M23-26,26.14,106.66
6646105006524829368,M,M32-38,39.69,115.98
6647612408198132324,M,M32-38,23.28,113.29
6648011272680228602,M,M29-31,49.2,119.77
6649198457357318748,M,M39+,31.04,121.2
6652564576348027178,M,M32-38,36.18,117.13
6653610528818955442,M,M32-38,40.2,116.27
6654170176668829901,M,M22-,29.89,121.82
6655062958406199091,M,M23-26,30.51,114.42
6655971428462430758,M,M32-38,27.08,119.65
6656329418293249199,M,M32-38,31.33,120.61
6659973857618138508,M,M29-31,38.7,116.85
6661369338421457725,F,F29-32,30.12,104.66
6662334433897642106,F,F29-32,26.3,115.54
6664407027247694734,M,M32-38,22.75,114.28
6664579352223691898,M,M39+,22.88,108.3
6665103203901943785,F,F24-26,34.17,108.93
6665220142556927200,F,F29-32,31.78,104.74
6666043638920564791,M,M22-,36.97,117.39
6669511139800255143,M,M32-38,33.37,120.12
6671971784048039212,M,M22-,29.66,115.25
6675729495298013140,M,M32-38,22.94,113.37
6675816951410314877,F,F33-42,22.87,113.89
6675954781325281836,M,M39+,36.06,120.29
6677131020122451593,M,M29-31,25.02,119.01
6677211938539893758,F,F27-28,22.47,114.01
6679504766474645030,M,M32-38,36.82,117.99
6683674078792285051,F,F23-,21.2,110.39
6683972636884275026,M,M32-38,26.66,106.62
6684002353030942179,M,M32-38,30.0,104.0
6684549256142531313,M,M39+,23.17,113.27
6685875941730894121,M,M32-38,24.48,118.13
6686003781625596674,M,M32-38,29.74,116.23
6689550287926808529,M,M39+,23.82,114.77
6690013288755405910,M,M32-38,41.86,123.38
6691978035504004061,M,M32-38,32.04,118.82
6692523643301085430,F,F29-32,29.72,118.32
6692525059004068113,M,M29-31,30.89,119.46
6694277103757133056,M,M32-38,37.95,115.21
6695840703664431343,M,M32-38,30.56,104.05
6697226243587351203,M,M32-38,29.87,107.73
6699128777191500529,M,M39+,22.84,108.44
6700503628883082709,M,M22-,23.74,113.01
6701377335666189329,M,M22-,30.0,104.0
6701965484811333361,M,M22-,30.72,104.31
6707886379367419860,F,F29-32,25.39,118.9
6711645597671237483,M,M32-38,37.81,112.56
6714212026001039089,M,M32-38,28.45,117.96
6714693282604853464,M,M23-26,31.0,103.63
6716768055564817353,M,M32-38,25.8,116.33
6717937777946298465,M,M32-38,25.11,102.76
6720266371232565656,F,F33-42,22.7,112.22
6721465172556608808,M,M39+,22.12,106.75
6721639827938905415,F,F23-,33.49,118.21
6722473551374449168,M,M39+,31.46,119.75
6729825302198126682,M,M22-,22.8,108.5
6735096440209635890,M,M29-31,37.05,119.15
6736714064312159366,F,F24-26,40.19,116.07
6737805395223775553,M,M32-38,31.21,120.64
6738525671100046982,M,M32-38,30.52,103.62
6740133276742766826,M,M22-,31.0,104.92
6740895319685612277,M,M32-38,26.21,119.53
6742347453091207559,M,M27-28,37.86,121.52
6743689997497093205,M,M32-38,36.27,114.51
6743721800281433493,M,M23-26,22.36,113.59
6743854432188980361,M,M32-38,34.7,112.47
6750114910614105417,F,F33-42,32.08,118.77
6752252561596408272,M,M32-38,37.84,112.53
6753360325016399948,M,M23-26,30.66,104.06
6753622452627354773,M,M39+,37.04,114.43
6754429247512173913,F,F23-,37.29,118.65
6755988546484493124,M,M23-26,33.24,116.55
6757300965147080429,M,M39+,23.1,113.26
6757373257210324848,M,M39+,23.37,103.15
6758042275252222045,M,M23-26,30.85,111.05
6758707317688132089,F,F23-,35.51,114.35
6759696271364062273,M,M32-38,30.71,104.0
6759819142886033796,M,M29-31,30.6,114.3
6759932097019258703,M,M32-38,29.84,107.07
6760683145736769124,M,M39+,30.55,119.97
6761126820111658892,M,M32-38,24.79,112.38
6763937944281834678,F,F33-42,30.65,114.27
6764707582242379611,M,M32-38,31.24,121.48
6765546273207374637,M,M27-28,26.6,112.88
6769705375700631772,M,M32-38,22.59,112.77
6771773252887705309,M,M23-26,18.28,109.55
6772398178737423021,M,M32-38,31.4,120.96
6775124773896272497,F,F24-26,37.2,112.28
6775652294837141141,F,F24-26,36.46,116.03
6780990907735926369,M,M32-38,36.52,113.03
6781694386393732883,M,M23-26,35.84,117.73
6782501727278611547,M,M32-38,30.89,120.61
6783609581380351171,M,M32-38,23.15,113.19
6783906592651002704,M,M27-28,39.74,116.55
6786055693281021254,M,M23-26,30.55,114.22
6786180476880758377,M,M39+,35.52,112.84
6786359504120816208,M,M32-38,37.32,115.71
6786739904364644488,M,M32-38,30.12,114.26
6788476491996558894,F,F29-32,31.23,121.51
6788691223026392889,M,M32-38,31.6,120.39
6790331417536899541,M,M23-26,30.94,103.82
6793130539663349670,M,M22-,28.74,115.86
6793184409169536759,F,F29-32,39.91,116.42
6793505400819905545,F,F29-32,34.46,113.05
6793597291824871666,F,F27-28,40.37,116.1
6794803693411232856,M,M39+,38.75,115.48
6795446150179056667,M,M32-38,30.0,104.0
6797500407342915501,M,M29-31,41.8,123.48
6798112424770222460,M,M23-26,42.0,122.83
6798445639328408984,M,M22-,29.62,106.32
6799363562698653099,M,M39+,36.06,103.81
6800191380907828355,F,F23-,42.96,126.76
6803373767965987021,M,M32-38,37.46,118.65
6803500620254083392,M,M32-38,29.54,114.13
6804037976562984975,M,M32-38,39.92,116.53
6806508824941064742,M,M29-31,28.47,121.38
6810060816961493462,F,F33-42,37.47,118.42
6811654491261304086,F,F23-,31.48,113.77
6812730114208598256,M,M29-31,25.48,119.16
6814877058775772262,M,M27-28,23.03,113.88
6820783502346995387,M,M32-38,47.27,130.25
6821674886391750036,M,M22-,22.53,113.39
6823400298846460455,F,F29-32,36.69,117.05
6824531472630606744,F,F24-26,30.64,118.99
6825662611972017956,F,F29-32,43.89,125.35
6825774733201548388,F,F29-32,32.33,121.16
6825927735548446297,F,F23-,32.08,118.6
6827197155949267487,F,F27-28,38.71,117.5
6829980856013917324,M,M27-28,33.59,119.0
6830245180723612203,F,F24-26,23.29,113.83
6830761002209421286,F,F27-28,31.03,104.68
6832040782866858589,M,M32-38,36.88,113.0
6832354068088369646,M,M22-,22.98,113.31
6836562318114818807,M,M32-38,28.15,112.92
6837896397742671959,M,M32-38,31.03,103.68
6838182100806805239,M,M32-38,39.94,116.35
6839036168445993817,M,M23-26,34.81,117.12
6839458531290999382,M,M32-38,28.32,113.38
6839482336736882180,M,M32-38,32.03,118.8
6839516248940458456,F,F33-42,23.95,109.02
6840143993885853662,M,M32-38,31.44,104.7
6840805543378608732,M,M32-38,30.55,114.25
6842260969038323274,M,M32-38,26.07,119.2
6848020536467115317,F,F23-,23.05,113.39
6850185246765636565,F,F29-32,23.09,113.49
6851410235503609057,M,M39+,29.68,109.15
6852375990314382689,M,M22-,30.18,121.25
6852544803111616640,M,M39+,23.1,113.3
6852725118373495132,M,M32-38,40.15,116.29
6855013252297010959,F,F24-26,31.29,121.14
6856220820340884168,M,M32-38,28.64,115.92
6857374854738606147,M,M32-38,33.43,105.25
6858979191201599250,F,F29-32,34.86,110.45
6860737513402971250,M,M32-38,22.8,108.61
6860927959458825000,M,M32-38,25.5,103.78
6863122017619270341,M,M23-26,25.07,105.38
6863773253202070521,M,M32-38,32.02,119.59
6866970157429681387,F,F23-,30.01,103.78
6870799585737911691,F,F33-42,27.34,117.49
6873090693603500021,M,M27-28,41.09,122.98
6873838308926667080,M,M32-38,27.76,111.98
6874305258571759900,F,F23-,36.99,121.5
6875489759019721144,M,M32-38,23.78,109.19
6876811576852777621,M,M22-,22.94,113.43
6877758441538229446,M,M23-26,30.33,112.24
6878584195765017669,M,M32-38,31.36,119.79
6879185040756062358,M,M32-38,37.78,120.81
6880771194581618247,F,F24-26,30.39,120.17
6880860379868018458,F,F24-26,32.64,112.22
6881780656114122818,M,M32-38,28.16,120.37
6881817867031278297,M,M39+,30.17,120.15
6882728955240210047,M,M39+,22.5,113.92
6885681748171080835,M,M23-26,36.85,111.78
6887235244250537727,M,M32-38,30.65,104.0
6888428792866680522,M,M32-38,35.77,115.1
6890525009097232584,M,M32-38,40.03,116.42
6898533601186744602,F,F29-32,24.68,118.19
6900800187197371225,F,F43+,31.67,118.49
6902210326655001617,M,M32-38,34.55,112.21
6902862031118316316,M,M29-31,26.05,115.58
6904960262231620330,M,M39+,34.23,108.86
6906499336845341578,M,M32-38,35.41,116.56
6907315028617778665,M,M23-26,42.31,123.84
6907748615991202169,F,F33-42,30.18,121.3
6907824171135364888,M,M32-38,33.4,120.17
6908206729824849781,M,M22-,44.31,86.06
6908408710073318430,F,F23-,27.97,120.74
6912446246837074722,F,F33-42,32.04,118.9
6912770413983869680,M,M23-26,31.75,120.12
6912999990098591845,F,F23-,31.36,120.96
6914477072177893478,M,M32-38,18.24,109.5
6914708163975834898,M,M29-31,30.87,119.5
6917043412865075778,F,F29-32,38.35,117.24
6917204221135841412,M,M32-38,30.61,114.38
6918302786699531567,M,M32-38,39.88,116.3
6918962482889758769,M,M32-38,26.77,113.52
6921322499965660854,F,F23-,44.63,129.8
6921774367408520523,F,F23-,21.45,109.15
6922705628439024028,M,M23-26,36.18,111.46
6925972504923429765,M,M32-38,41.29,124.12
6930233396701059577,M,M22-,34.83,113.54
6931356672827934226,M,M32-38,31.28,120.92
6931371203634490919,M,M29-31,31.2,121.71
6936200035134098946,M,M39+,35.13,113.55
6936949576827916799,M,M32-38,22.82,108.41
6940995875210297126,M,M23-26,30.61,104.13
6941239964260252928,M,M23-26,30.51,117.04
6946468609627125319,M,M22-,35.55,116.95
6948257917083532928,M,M32-38,38.61,116.63
6949238524800462896,M,M27-28,30.67,104.03
6954417422851442330,M,M32-38,37.78,115.02
6958152548771604040,M,M39+,32.98,112.52
6959154714020164540,M,M32-38,36.8,118.06
6959362187298931969,M,M32-38,23.11,109.53
6962069537921818394,M,M29-31,31.03,121.28
6962883262417715921,M,M22-,25.57,114.91
6965356843980016914,M,M23-26,39.92,116.43
6966898582299260642,F,F24-26,26.11,119.29
6967491416568616336,M,M23-26,22.94,114.03
6967865369996882018,M,M32-38,37.49,122.02
6969151204662298743,F,F23-,34.77,114.29
6969870869146376823,M,M39+,39.59,118.11
6970351770363917245,M,M32-38,43.6,121.31
6970524797840922916,M,M27-28,41.09,122.97
6971515124453419234,M,M29-31,31.06,121.6
6972262917808642824,F,F33-42,28.08,116.22
6972499572238093782,F,F43+,35.59,118.84
6974738683971424976,M,M23-26,28.14,121.22
6977006754431163888,M,M32-38,28.08,112.99
6977938026329759622,M,M22-,28.73,105.07
6979207480878121441,M,M32-38,22.92,111.0
6988419102479830481,M,M23-26,26.03,119.26
6988851160197131665,M,M29-31,29.5,106.57
6992080018797983723,M,M32-38,25.29,117.42
6992789134155202281,M,M32-38,36.6,116.26
6995219615811850523,M,M39+,28.6,121.38
6995774399843180680,M,M32-38,34.49,114.47
6998462552996742648,M,M32-38,35.47,112.79
6999591003951028610,M,M32-38,30.51,114.31
7001654518571455953,F,F33-42,32.37,119.28
7011511313708699738,F,F29-32,41.73,123.39
7012022028164139913,M,M22-,34.76,112.13
7014814538788762398,M,M23-26,22.73,113.8
7014949361969658393,F,F29-32,30.46,120.5
7016254194206759556,M,M22-,35.23,107.65
7018857895812304147,F,F23-,22.71,113.8
7019547698692277913,M,M39+,45.72,126.6
7020011471664239511,M,M32-38,36.9,115.85
7023027238886971581,M,M32-38,28.77,113.14
7024677545823963238,M,M39+,38.87,115.47
7025165833724786240,M,M32-38,22.58,113.95
7026306893671999039,M,M23-26,24.91,118.61
7026752748597373052,F,F27-28,27.86,112.89
7027393115319496113,F,F23-,28.18,113.02
7032548603929342037,M,M32-38,27.5,120.54
7033427302761591463,F,F43+,22.83,108.29
7034398645037274856,F,F23-,26.03,113.5
7034820643353354590,F,F33-42,31.83,120.62
7039858562279438180,M,M29-31,22.82,113.86
7041522682600915389,F,F24-26,22.79,113.88
7042347394741891945,M,M32-38,38.31,112.92
7043073169876400760,M,M32-38,22.74,114.39
7044136438677797104,M,M32-38,26.06,119.31
7044444073198030592,F,F33-42,30.72,104.06
7044904103457409918,M,M32-38,39.91,116.59
7046077238894239080,M,M32-38,33.74,113.3
7050098611927002913,M,M22-,34.71,113.5
7052359699939736124,M,M32-38,27.79,120.64
7052494167889525114,M,M32-38,30.0,104.0
7060657556000740760,M,M32-38,26.66,119.52
7061865215725328411,F,F23-,29.99,106.26
7065052420197622500,F,F29-32,31.26,119.94
7065200422679738820,M,M32-38,31.55,120.24
7068421368626501021,M,M32-38,23.3,116.16
7069411981218115608,M,M32-38,28.2,113.01
7074519527311141263,M,M22-,40.62,120.78
7074537791526571270,M,M27-28,24.89,118.61
7076018739166257387,M,M32-38,29.86,121.42
7076350749443045918,F,F33-42,32.13,118.84
7077483858447219955,M,M29-31,31.05,121.15
7079759389484957761,M,M32-38,34.25,117.24
7083593739607681943,M,M22-,29.61,103.74
7085696727020395428,M,M32-38,30.66,104.1
7086664324423337935,M,M27-28,36.19,117.08
7087869635034063274,F,F24-26,32.02,107.57
7089100378468735043,M,M39+,39.1,117.21
7089356745231689280,M,M32-38,36.71,119.09
7091360261381758195,F,F23-,38.7,116.11
7092715683290465535,M,M32-38,36.06,103.89
7097029833860512212,M,M32-38,22.73,113.29
7100119758293107403,M,M39+,31.35,120.72
7102818890309647918,M,M32-38,33.37,120.14
7103702580533114794,M,M32-38,22.81,100.97
7104535404920275714,F,F24-26,31.69,119.93
7106965237030027977,M,M32-38,27.61,120.54
7109458885842717850,M,M27-28,34.38,109.05
7111158066372263139,M,M23-26,22.71,113.79
7111660304904287709,M,M32-38,31.18,121.4
7111750205638574658,M,M32-38,31.6,120.33
7112033968916272472,F,F33-42,34.87,117.56
7112352111531346144,F,F24-26,38.46,106.3
7115704024916727662,M,M32-38,22.31,110.26
7116321683881826935,M,M22-,22.6,114.04
7117821657396559948,M,M32-38,35.63,111.21
7119528421513042936,M,M32-38,30.62,114.3
7122907151202689323,M,M32-38,25.03,102.71
7123208462799247796,M,M23-26,30.31,103.86
7124252236692397230,M,M39+,37.71,114.74
7127236753521550456,M,M32-38,20.02,110.37
7127323849901820692,M,M32-38,29.36,104.79
7128044041955771799,M,M27-28,32.45,105.82
7128347241140387244,M,M32-38,32.2,119.46
7133436295536471218,M,M23-26,28.97,117.12
7133504581859508860,M,M32-38,25.78,113.08
7138206844779947951,M,M32-38,31.26,121.36
7138340195742990019,M,M29-31,31.79,121.63
7139612600511917152,M,M23-26,33.8,113.18
7142820297195569567,M,M32-38,36.07,111.57
7144011427001858698,F,F27-28,36.3,120.39
7145649745715160438,M,M27-28,39.39,117.01
7145725565276583637,M,M32-38,37.8,112.54
7148459147317337984,M,M32-38,27.44,104.87
7152094527146783590,M,M32-38,41.88,123.31
7155398023596990160,M,M29-31,34.71,112.39
7158387761062647856,M,M32-38,29.56,106.41
7162021702268148725,M,M39+,33.8,119.26
7164941623645138998,F,F33-42,37.29,122.31
7165952813616997302,M,M39+,39.95,116.3
7166563712658305181,M,M39+,28.47,117.96
7171140125734353234,M,M22-,40.41,115.5
7172255735204459312,M,M32-38,34.28,108.97
7172658427943157999,F,F24-26,37.53,121.39
7176282351422486534,M,M32-38,40.04,116.42
7180704268982110010,M,M32-38,31.39,118.37
7182346104143692228,M,M39+,23.01,113.39
7183587121524618157,M,M32-38,22.6,114.13
7184619171639451223,M,M32-38,22.69,114.08
7185092811523447673,M,M29-31,30.53,120.82
7187262337663708184,M,M22-,22.69,113.78
7189510889436679311,M,M32-38,31.26,121.4
7190861411587394337,M,M32-38,28.95,118.86
7192625519693079186,M,M32-38,37.37,120.4
7193378056748016327,M,M39+,40.03,116.34
7194152300231860323,M,M32-38,22.85,113.25
7199689890587403353,M,M32-38,46.63,125.13
7200007056500916056,M,M23-26,21.65,110.94
7200869559155152360,M,M32-38,27.7,106.91
7201631899279333659,M,M29-31,30.6,114.21
7204056195159500055,M,M32-38,40.66,109.88
7204701083846184011,F,F23-,30.7,114.31
7205093312787781250,M,M32-38,22.97,115.32
7210448484637778339,M,M22-,23.5,111.31
7210591926111411276,M,M32-38,29.83,107.07
7211537322556080505,M,M23-26,41.28,123.19
7215007863182015083,F,F24-26,34.39,104.07
7215207495115058024,M,M32-38,24.63,118.24
7217910398487479047,M,M32-38,22.76,113.8
7218984997763944750,M,M32-38,22.72,109.82
7219455262010854222,M,M39+,33.79,119.8
7220323704670664429,F,F29-32,36.61,116.25
7220555311291441594,M,M39+,33.06,115.27
7221458736378351346,M,M22-,39.82,116.3
7223107226582338739,F,F24-26,22.86,113.7
7226873271269493193,M,M32-38,34.77,113.52
7229285370083192839,M,M39+,37.8,115.88
7230688931222713019,M,M32-38,40.05,116.17
7233439497750153795,M,M29-31,32.16,118.7
7234205280673234272,M,M39+,32.67,110.78
7234339569357687945,M,M27-28,23.28,114.1
7236393560264072287,M,M23-26,31.06,116.96
7241309608241647995,M,M32-38,25.04,117.04
7244294481123707986,M,M27-28,30.68,120.61
7246819265417100291,M,M23-26,25.94,108.47
7247668499837841266,F,F29-32,40.06,116.3
7250216730235186821,F,F23-,40.18,122.14
7251708332110035309,M,M32-38,31.29,121.47
7254031807171019034,F,F24-26,39.57,118.09
7254481643692557095,M,M27-28,23.13,113.29
7256431272780202043,F,F29-32,32.55,111.52
7256622423963571818,M,M32-38,30.52,120.91
7257443478065605870,M,M39+,31.75,119.59
7257872498700551939,M,M23-26,27.03,114.92
7259905308486548427,M,M39+,25.26,110.32
7267790250692832430,M,M39+,36.59,119.15
7268955027664753382,F,F24-26,30.0,104.0
7276613474548026639,F,F24-26,33.76,113.29
7277725472308517113,M,M22-,38.87,117.44
7277878035955831713,M,M32-38,25.26,110.26
7279443329524401711,F,F23-,29.3,120.24
7282162378550752552,M,M27-28,23.64,114.06
7284455604264109000,M,M32-38,22.86,113.67
7284631199498563227,M,M29-31,25.84,114.93
7288461008310100610,M,M22-,34.69,112.28
7294851609945310552,M,M27-28,25.51,119.79
7296624779450375390,M,M32-38,30.0,104.0
7297909308198310891,M,M32-38,45.61,122.84
7299498488354053896,M,M39+,30.0,104.0
7300074829977624843,M,M32-38,34.02,113.83
7300436346961464813,M,M32-38,21.06,110.53
7304643443487382125,M,M32-38,35.14,113.38
7308259930676061053,M,M32-38,27.37,118.84
7309695015476786422,F,F33-42,36.78,114.97
7312591921591085311,F,F33-42,31.15,121.56
7312899576072617036,F,F23-,30.44,114.05
7316034257345012461,M,M23-26,33.66,113.7
7316508503162633036,M,M23-26,27.87,112.99
7320319608624076631,M,M39+,28.21,121.36
7320808153120214361,M,M32-38,30.15,120.99
7324312413354394792,M,M32-38,23.26,116.08
7324335236611067188,M,M27-28,29.61,106.55
7328582087089019381,F,F24-26,40.0,116.32
7329020759737982154,F,F27-28,27.86,112.88
7331927164017913550,M,M32-38,45.9,126.57
7338250903875397047,F,F33-42,24.75,118.66
7338449004804154710,M,M29-31,30.59,115.44
7339099438037651925,M,M22-,26.25,107.52
7339560117077294120,M,M27-28,41.13,120.79
7340065953659217596,M,M32-38,22.24,113.55
7345944586031224659,M,M29-31,30.97,103.61
7348310957808950755,M,M39+,31.6,120.46
7349927318206229550,M,M32-38,25.02,118.9
7352062601098090044,M,M23-26,43.76,87.62
7353572136329657630,M,M32-38,40.11,116.2
7354228312812884250,M,M32-38,33.8,113.94
7358058701857556235,M,M39+,40.36,116.83
7358678402058582528,M,M32-38,23.11,113.12
7359243314043223210,F,F43+,40.83,111.78
7362732712040695786,F,F29-32,39.9,116.18
7363537917297697472,M,M23-26,39.04,117.48
7363946176854712901,M,M39+,27.44,120.06
7364970419200598497,F,F23-,30.73,104.02
7366582695809193228,M,M32-38,31.92,118.83
7366745914244420590,M,M32-38,30.96,121.08
7367262162443824340,M,M32-38,38.95,115.47
7375660983709999322,F,F29-32,34.77,114.32
7379719514577594545,F,F24-26,32.59,110.79
7380196603165104554,M,M32-38,24.99,118.98
7381120324345732795,M,M32-38,36.06,120.41
7382485156385178498,M,M32-38,31.06,105.57
7383851500236446205,M,M32-38,32.68,112.94
7386419580828642414,M,M39+,36.66,117.97
7386709804325439234,M,M23-26,34.66,112.38
7386772751259634812,M,M39+,35.42,116.6
7388029750669606810,M,M39+,31.71,119.94
7391195777755810921,M,M39+,30.61,114.29
7391239026100748536,M,M39+,36.04,119.45
7393416743486667372,M,M29-31,33.55,116.21
7394018350117974060,M,M32-38,30.0,104.0
7396490911867515725,M,M22-,29.0,111.68
7397915273696937690,M,M23-26,23.17,113.25
7397916634266670941,M,M29-31,37.43,112.53
7398868726617039187,M,M32-38,22.76,113.84
7398937566582217798,F,F33-42,39.64,110.89
7399674231439607870,M,M32-38,23.14,113.3
7400394734727435283,M,M32-38,30.48,120.58
7401050615361206347,M,M32-38,28.15,113.0
7402256395611433933,M,M22-,24.92,102.48
7402573780044677285,M,M22-,38.28,111.69
7406529291775270159,M,M32-38,39.94,116.01
7408169399552761623,M,M29-31,37.52,118.26
7410285605670872430,M,M32-38,31.97,119.92
7411875501051561507,F,F24-26,29.64,104.07
7412238359196731880,M,M23-26,36.13,114.48
7414036505620283493,M,M32-38,44.56,129.6
7415997845265152972,M,M32-38,30.88,120.63
7416588050313296640,M,M39+,20.9,110.04
7418274737395663910,F,F23-,30.53,114.32
7422690844079816096,M,M32-38,22.75,113.8
7424038494523940735,M,M39+,31.29,120.72
7425291208202446873,M,M22-,22.17,108.55
7428292829125836378,M,M32-38,38.08,114.53
7430743708779668824,M,M29-31,45.71,126.58
7432174146172062352,M,M39+,22.96,112.95
7432783312833044692,M,M23-26,22.56,114.1
7433850201956315041,F,F33-42,37.18,116.46
7434944907749360901,M,M32-38,24.97,102.8
7436113878419656912,F,F24-26,35.41,110.44
7436975263248300406,M,M23-26,31.26,120.62
7437397320808565154,M,M32-38,32.05,112.13
7437407516803279522,M,M39+,28.21,113.03
7438974094532626673,M,M32-38,22.91,112.05
7442042493953950800,M,M23-26,39.43,116.98
7446792140943365288,M,M23-26,32.14,118.88
7448159780628355784,M,M32-38,22.74,114.37
7449251779890494635,F,F24-26,23.36,116.13
7451899229385442456,F,F23-,41.45,123.7
7452838136411435666,F,F24-26,29.4,105.4
7454095666388378997,M,M32-38,22.73,113.99
7458466907666102967,F,F29-32,26.22,119.52
7459293785415770922,M,M39+,36.2,117.13
7464508064361945726,F,F24-26,24.04,109.97
7465022494278104221,F,F23-,43.88,125.43
7465099809746662279,M,M23-26,35.51,112.85
7466429688405130498,M,M32-38,36.6,116.25
7466924404023287685,M,M32-38,30.93,113.93
7469148517468967176,M,M23-26,32.26,111.62
7469857548419470864,M,M39+,39.89,116.43
7470764221768111271,M,M32-38,31.89,120.93
7471360393890629846,M,M32-38,31.52,102.06
7472746344805619396,M,M32-38,30.52,114.28
7473034691150293199,M,M32-38,45.77,126.62
7473179227458916857,M,M32-38,42.69,126.04
7477216237379271436,M,M32-38,31.75,119.57
7477361990944920353,M,M32-38,31.21,121.6
7478423496493189633,F,F29-32,27.09,110.8
7482769684266307672,M,M32-38,29.45,121.44
7489401427123670163,M,M32-38,31.92,117.34
7491172959467411795,M,M32-38,23.04,113.96
7491619137388802604,M,M39+,26.09,119.16
7492377785066782591,M,M32-38,34.63,112.45
7492901227027334559,M,M29-31,34.95,115.9
7493385374577815645,M,M32-38,34.29,113.97
7494922449617426172,M,M39+,43.85,125.28
7495426580425539949,M,M22-,30.38,114.31
7501134615359241534,M,M32-38,40.4,122.28
7504659907041986553,M,M32-38,26.55,104.9
7505756286121703948,F,F29-32,40.81,124.57
